Bathrooms,Bedrooms,Beds,LocationName,NumGuests,NumReviews,Price,Rating,latitude,longitude,zipcode,pop2016,pop2010,pop2000,cost_living_index (US avg. = 100),land_area (sq.mi.),water_area (sq.mi.),pop_density (people per mile),number of males,number of females,prop taxes paid 2016,median taxes (with mortgage,median taxes (no mortgage),median house value,median houshold income,median monthly owner costs (with mortgage),median monthly owner costs (no mortgage),median gross rent,median asking price for vacant for-sale home/condo,unemployment (%),Number of Homes,Count of Abnb,Density of Abnb (%),Average Abnb Price (by zipcode),Average NumReviews (by zipcode),Average Rating (by zipcode),Average Number of Bathrooms (by zipcode),Average Number of Bedrooms (by zipcode),Average Number of Beds (by zipcode),Average Number of Guests (by zipcode)
1.0,1.0,1.0,Queens,2.0,6.0,50.0,Y,40.7118,-73.85285,11375,72179.0,68733.0,70204,150.7,2.0,0.0,36451,33658,38519,1.0,4222.0,3689.0,412664.0,76010.0,1789.0,605.0,1654.0,486242.0,4.2,28871.6,47,0.162789731,102.173913,19.35483871,4.6,1.086956522,1.30952381,2.14893617,2.14893617
2.0,1.0,1.0,Boston,2.0,75.0,85.0,Y,42.28195,-71.14102,2131,32924.0,29826.0,32527,137.0,2.6,0.0,12700,15251,17672,0.7,2929.0,2865.0,432198.0,71503.0,2106.0,620.0,1345.0,185564.0,5.3,13169.6,71,0.539120398,105.5294118,34.98214286,4.896226415,1.3,1.594202899,2.14084507,2.14084507
1.0,1.0,2.0,Del Mar,4.0,31.0,135.0,Y,32.94943,-117.24618,92014,13861.0,13154.0,13938,144.5,6.0,0.5,2299,7007,6853,0.5,8593.0,6180.0,1502926.0,125897.0,3987.0,926.0,2143.0,462825.0,2.1,5544.4,141,2.5431065580000003,284.9224806000001,22.77941176,4.891666667,1.879432624,2.313432836,2.929078014,2.929078014
1.0,2.0,3.0,San Francisco,3.0,65.0,110.0,N,37.71389,-122.40813,94134,42274.0,40798.0,40134,155.2,2.4,0.0,17616,20688,21586,0.6,5453.0,1813.0,693470.0,69701.0,2553.0,415.0,1437.0,635000.0,6.8,16909.6,1101,6.51109429,154.094518,48.45338442,4.845794393,1.322878229,1.549407115,1.934862385,1.934862385
1.0,3.0,6.0,Brooklyn,9.0,8.0,250.0,N,40.6458,-73.97097,11218,75904.0,75220.0,74611,160.5,1.4,0.0,53200,37393,38510,0.6,3887.0,4282.0,693360.0,63344.0,2317.0,768.0,1486.0,1040304.0,4.8,30361.6,111,0.365593381,104.271028,26.87356322,4.790123457,1.171171171,1.416666667,1.810810811,1.810810811
3.0,4.0,5.0,San Francisco,10.0,70.0,695.0,Y,37.79022,-122.41632,94109,56822.0,55984.0,56322,161.6,1.2,0.1,47834,29302,27521,0.8,8065.0,5908.0,946308.0,73990.0,3438.0,980.0,1585.0,2053561.0,3.2,22728.8,177,0.778747668,267.0116959,48.55629139,4.829931973,1.242774566,1.608974359,2.011428571,2.011428571
1.0,1.0,1.0,Arlington,2.0,200.0,80.0,Y,38.88326,-77.10755,20007,26793.0,26866.0,28818,125.9,3.0,0.5,8917,12773,14020,0.7,6618.0,7121.0,1011681.0,124468.0,3410.0,1257.0,1865.0,685283.0,3.2,10717.2,1265,11.80345613,168.866129,31.23350923,4.7877218930000005,1.254358162,1.4344600159999998,1.716996047,1.716996047
2.0,3.0,4.0,San Diego,6.0,24.0,275.0,Y,32.83569,-117.20741,92117,55270.0,51332.0,51203,135.2,8.8,0.0,6289,28137,27133,0.5,3569.0,1419.0,559061.0,69047.0,2216.0,431.0,1463.0,537896.0,5.7,22108.0,262,1.18509137,123.6015936,30.56684492,4.835329341,1.357692308,1.692307692,2.045801527,2.045801527
1.0,1.0,2.0,San Francisco,3.0,78.0,200.0,Y,37.76357,-122.44192,94117,43944.0,39169.0,38738,156.4,1.7,0.0,26041,23111,20833,0.6,8333.0,4956.0,1205027.0,127338.0,3789.0,906.0,1952.0,1173153.0,4.2,17577.6,458,2.605588931,181.9954442,78.35,4.883838384,1.427927928,1.4302884619999998,1.653932584,1.653932584
1.0,2.0,2.0,San Francisco,4.0,29.0,300.0,Y,37.79466,-122.41152,94108,14914.0,13768.0,13716,175.6,0.3,0.0,55226,7145,7769,0.8,8149.0,7918.0,989261.0,48135.0,2932.0,1498.0,1166.0,3898250.0,3.9,5965.6,359,6.017835591,202.3970588,40.21862348,4.73940678,1.14159292,1.25,1.577259475,1.577259475
1.0,1.0,2.0,San Diego,4.0,72.0,120.0,Y,32.71346,-117.1569,92101,37385.0,37095.0,27494,136.9,4.7,0.2,7926,21906,15481,0.9,4808.0,5069.0,538860.0,59582.0,2718.0,1002.0,1461.0,609160.0,4.8,14954.0,708,4.734519192,124.1310541,52.78267974,4.779187817,1.223011364,1.434782609,2.131355932,2.131355932
1.0,2.0,7.0,Brooklyn,8.0,9.0,120.0,N,40.58804,-73.95674,11235,79359.0,79132.0,77451,161.4,2.2,0.2,35329,37785,41572,0.8,4288.0,4812.0,571603.0,47469.0,2444.0,771.0,1248.0,812137.0,6.3,31743.6,77,0.242568581,90.44594595,19.67391304,4.743902439,1.142857143,1.310810811,1.935064935,1.935064935
2.0,4.0,6.0,Brooklyn,14.0,58.0,249.0,N,40.67767,-73.91376,11233,73194.0,67053.0,61955,172.7,1.3,0.0,54302,32614,40577,0.4,2766.0,2996.0,676489.0,37166.0,2572.0,756.0,1152.0,746172.0,7.7,29277.6,161,0.549908462,66.03797468,39.34482759,4.669064748,1.298136646,1.24516129,1.757763975,1.757763975
1.0,1.0,1.0,Washington,2.0,230.0,80.0,Y,38.94136,-77.03362,20010,32886.0,30138.0,28772,124.5,1.1,0.0,30373,16570,16316,0.5,3306.0,2766.0,603568.0,72249.0,2365.0,667.0,1358.0,776158.0,4.4,13154.4,294,2.234993614,107.122449,48.944,4.849785408,1.197278912,1.314606742,1.806122449,1.806122449
2.0,4.0,4.0,New Orleans,8.0,156.0,224.0,N,29.96364,-90.09455,70119,37419.0,36228.0,50175,101.4,4.5,0.0,8368,19151,18268,0.6,1778.0,1139.0,244735.0,33708.0,1588.0,442.0,986.0,192284.0,6.8,14967.6,829,5.538630108,109.8454988,49.68790637,4.878179384,1.249698432,1.84828496,2.343787696,2.343787696
1.0,1.0,1.0,New York,2.0,119.0,75.0,N,40.78804,-73.94906,10029,80550.0,76003.0,75390,186.6,0.8,0.0,97627,36822,43725,0.8,3705.0,9663.0,879491.0,33848.0,2910.0,747.0,942.0,2325087.0,8.9,32220.0,64,0.198634389,76.49206349,69.46666667,4.666666667,1.03125,1.05,1.390625,1.390625
2.0,2.0,2.0,New Orleans,4.0,23.0,99.0,Y,29.93504,-90.10222,70115,34248.0,31695.0,40287,102.1,3.9,0.6,8832,17038,17209,0.9,3992.0,3332.0,423985.0,57779.0,2268.0,695.0,1105.0,433344.0,4.6,13699.2,435,3.175367905,144.1786543,43.69554455,4.893483709,1.35862069,1.904645477,2.524137931,2.524137931
3.0,1.0,2.0,New York,3.0,40.0,89.0,N,40.73083,-73.98844,10003,57581.0,56024.0,53673,162.3,0.6,0.0,99889,27826,29754,0.8,7646.0,10206.0,1068952.0,104972.0,2721.0,1051.0,2188.0,1943369.0,4.3,23032.4,63,0.273527726,139.11290319999998,60.46551724,4.710526316,1.193548387,1.203703704,1.5555555559999998,1.5555555559999998
1.0,1.0,3.0,New Orleans,2.0,63.0,95.0,Y,29.9529,-90.07103000000002,70112,2788.0,3655.0,6259,102.9,0.9,0.0,3197,1568,1219,0.6,2694.0,1724.0,351730.0,50536.0,1594.0,605.0,1343.0,327278.0,9.7,1115.2,562,50.39454806,91.77598566,42.84807692,4.769980507,1.227758007,1.337837838,1.989323843,1.989323843
1.0,1.0,2.0,Philadelphia,4.0,6.0,95.0,N,39.95042,-75.20631,19104,55677.0,51808.0,50125,107.1,3.0,0.1,18519,28105,27571,0.8,1781.0,729.0,128194.0,22676.0,1187.0,413.0,941.0,222828.0,7.0,22270.8,44,0.197568116,121.7045455,33.35135135,4.7361111110000005,1.272727273,1.414634146,1.613636364,1.613636364
1.0,1.0,2.0,New Orleans,4.0,69.0,155.0,Y,29.93702,-90.07702,70130,14256.0,14064.0,14891,102.3,2.1,0.5,6769,7361,6895,0.9,3910.0,3210.0,391687.0,54532.0,2441.0,873.0,1167.0,528936.0,5.3,5702.4,283,4.9628226710000005,100.18505340000002,60.99628253,4.871268657,1.219081272,1.498113208,1.982332155,1.982332155
1.0,2.0,2.0,New Orleans,4.0,7.0,85.0,N,29.95593,-90.01162,70117,24945.0,23389.0,51252,99.8,5.5,0.8,4552,11913,13031,0.5,1307.0,607.0,177141.0,28440.0,1281.0,405.0,910.0,176336.0,7.9,9978.0,386,3.868510724,106.5807292,73.79096045,4.829971182,1.329015544,1.798941799,2.393782383,2.393782383
1.0,1.0,1.0,Brooklyn,2.0,71.0,81.0,N,40.65389,-73.95430999999998,11226,103247.0,101572.0,106154,161.2,1.3,0.0,80074,46345,56899,0.7,3964.0,4077.0,541413.0,46899.0,2503.0,862.0,1284.0,758292.0,7.3,41298.8,133,0.322043255,79.89393939,40.88695652,4.806306306000001,1.157894737,1.26446281,1.706766917,1.706766917
1.0,1.0,2.0,San Diego,4.0,26.0,110.0,Y,32.714490000000005,-117.13436000000002,92102,45420.0,43267.0,47123,134.1,4.6,0.0,9799,23694,21727,0.5,2211.0,852.0,360942.0,44226.0,1667.0,326.0,1141.0,401922.0,5.7,18168.0,438,2.410832232,130.0616114,53.12188366,4.85,1.240825688,1.6868686869999998,2.342465753,2.342465753
1.0,1.0,1.0,San Diego,2.0,40.0,75.0,Y,32.78327,-117.10513,92116,33392.0,31680.0,33080,136.4,3.5,0.0,9629,17098,16293,0.6,3751.0,2236.0,587807.0,62866.0,2119.0,474.0,1192.0,436070.0,5.1,13356.8,306,2.290967897,111.4238411,43.13122172,4.895522388,1.140983607,1.4397163119999998,1.764705882,1.764705882
1.0,1.0,1.0,Philadelphia,1.0,8.0,100.0,Y,39.94741,-75.17862,19103,23239.0,21908.0,19714,112.3,0.6,0.0,36367,10223,13015,0.9,5126.0,3242.0,521102.0,73681.0,2940.0,795.0,1601.0,362650.0,2.9,9295.6,105,1.129566677,84.30392157,101.4851485,4.79,1.114285714,1.43902439,1.876190476,1.876190476
1.0,1.0,1.0,San Mateo,2.0,3.0,150.0,Y,37.56117,-122.32679,94134,42274.0,40798.0,40134,155.2,2.4,0.0,17616,20688,21586,0.6,5453.0,1813.0,693470.0,69701.0,2553.0,415.0,1437.0,635000.0,6.8,16909.6,1101,6.51109429,154.094518,48.45338442,4.845794393,1.322878229,1.549407115,1.934862385,1.934862385
1.0,2.0,3.0,New Orleans,4.0,13.0,50.0,N,29.96172,-90.08769,70112,2788.0,3655.0,6259,102.9,0.9,0.0,3197,1568,1219,0.6,2694.0,1724.0,351730.0,50536.0,1594.0,605.0,1343.0,327278.0,9.7,1115.2,562,50.39454806,91.77598566,42.84807692,4.769980507,1.227758007,1.337837838,1.989323843,1.989323843
1.0,1.0,2.0,Boston,3.0,11.0,100.0,N,42.3369,-71.15018,2135,41094.0,42780.0,43887,141.5,2.6,0.2,15597,18525,22567,0.8,3734.0,4580.0,483587.0,59708.0,2215.0,772.0,1655.0,646082.0,3.7,16437.6,137,0.8334550059999999,114.9776119,38.95,4.774725275,1.220588235,1.535433071,2.065693431,2.065693431
1.0,1.0,1.0,Miami,2.0,7.0,95.0,Y,25.79182,-80.18786,33132,11596.0,11165.0,5322,114.1,1.7,1.5,6799,6803,4794,1.1,4922.0,5435.0,481478.0,72916.0,2660.0,1259.0,1893.0,530742.0,3.3,4638.4,1634,35.22766471,115.1635572,37.41294643,4.791763792,1.317596567,1.584033613,2.14504284,2.14504284
1.0,1.0,1.0,San Francisco,2.0,99.0,140.0,Y,37.79061,-122.42516,94109,56822.0,55984.0,56322,161.6,1.2,0.1,47834,29302,27521,0.8,8065.0,5908.0,946308.0,73990.0,3438.0,980.0,1585.0,2053561.0,3.2,22728.8,177,0.778747668,267.0116959,48.55629139,4.829931973,1.242774566,1.608974359,2.011428571,2.011428571
1.0,1.0,1.0,Philadelphia,2.0,211.0,80.0,N,39.93465,-75.16893,19146,37767.0,35113.0,35783,107.1,1.7,0.1,22353,17495,20270,0.4,1613.0,903.0,291129.0,54608.0,1803.0,395.0,1039.0,269196.0,6.7,15106.8,296,1.95938253,112.7024221,45.3805668,4.846311475,1.307432432,1.685314685,2.22972973,2.22972973
1.0,1.0,2.0,San Bruno,1.0,23.0,149.0,Y,37.62205,-122.4089,94134,42274.0,40798.0,40134,155.2,2.4,0.0,17616,20688,21586,0.6,5453.0,1813.0,693470.0,69701.0,2553.0,415.0,1437.0,635000.0,6.8,16909.6,1101,6.51109429,154.094518,48.45338442,4.845794393,1.322878229,1.549407115,1.934862385,1.934862385
1.0,1.0,1.0,San Francisco,4.0,27.0,196.0,Y,37.74918,-122.43675,94131,28756.0,26881.0,27897,157.2,2.1,0.0,13828,15744,13013,0.6,7754.0,3344.0,1130219.0,115691.0,3496.0,546.0,1975.0,1406358.0,3.4,11502.4,365,3.1732508,210.890411,72.40350877,4.920353982,1.257617729,1.629518072,1.917808219,1.917808219
2.0,1.0,1.0,San Francisco,2.0,310.0,79.0,N,37.77118,-122.44963,94117,43944.0,39169.0,38738,156.4,1.7,0.0,26041,23111,20833,0.6,8333.0,4956.0,1205027.0,127338.0,3789.0,906.0,1952.0,1173153.0,4.2,17577.6,458,2.605588931,181.9954442,78.35,4.883838384,1.427927928,1.4302884619999998,1.653932584,1.653932584
1.0,1.0,1.0,Sunny Isles Beach,3.0,33.0,81.0,N,25.93457,-80.12702,33141,40307.0,35249.0,36545,111.9,2.3,5.2,17406,21026,19282,0.9,2806.0,2559.0,313216.0,43893.0,2038.0,804.0,1163.0,2404330.0,4.6,16122.8,829,5.141786786,123.4434889,25.91878981,4.756521739,1.507246377,1.754226268,2.530193237,2.530193237
2.0,3.0,4.0,Homestead,6.0,16.0,106.0,Y,25.48967,-80.47583,33132,11596.0,11165.0,5322,114.1,1.7,1.5,6799,6803,4794,1.1,4922.0,5435.0,481478.0,72916.0,2660.0,1259.0,1893.0,530742.0,3.3,4638.4,1634,35.22766471,115.1635572,37.41294643,4.791763792,1.317596567,1.584033613,2.14504284,2.14504284
1.0,1.0,2.0,San Francisco,3.0,31.0,114.0,Y,37.75405,-122.40985,94110,74565.0,69333.0,74633,155.3,2.3,0.0,32066,40024,34542,0.6,7115.0,3076.0,983378.0,101610.0,3197.0,534.0,1585.0,1501646.0,5.0,29826.0,461,1.545631328,162.1862528,75.53395785,4.891509434,1.23059867,1.4613583140000002,1.791574279,1.791574279
2.0,2.0,3.0,Atlanta,6.0,6.0,160.0,Y,33.73264,-84.37479,30312,22786.0,19360.0,20221,98.5,3.4,0.0,6796,10824,11961,1.0,2455.0,1388.0,234413.0,44854.0,1656.0,502.0,1017.0,445032.0,6.4,9114.4,200,2.194329852,119.3686869,40.4,4.9375,1.375,1.602094241,1.925,1.925
1.0,1.0,1.0,Brooklyn,2.0,93.0,115.0,N,40.66751,-73.95867,11225,61188.0,56829.0,63774,166.1,0.9,0.0,69226,28013,33173,0.5,3830.0,4326.0,725436.0,50613.0,2675.0,809.0,1304.0,772975.0,9.6,24475.2,109,0.445348761,89.58095238,49.52,4.846938776,1.055045872,1.306930693,1.7522935780000002,1.7522935780000002
1.0,2.0,1.0,San Francisco,2.0,30.0,294.0,Y,37.78329,-122.44518,94115,35178.0,33021.0,33115,160.7,1.1,0.0,31529,16929,18248,0.7,9174.0,6070.0,1194039.0,101118.0,3868.0,1111.0,1837.0,5024047.0,4.6,14071.2,251,1.78378532,222.4705882,68.61711712,4.879146919,1.266129032,1.587234043,2.004016064,2.004016064
1.0,1.0,1.0,San Mateo,2.0,17.0,70.0,N,37.57556,-122.32323,94134,42274.0,40798.0,40134,155.2,2.4,0.0,17616,20688,21586,0.6,5453.0,1813.0,693470.0,69701.0,2553.0,415.0,1437.0,635000.0,6.8,16909.6,1101,6.51109429,154.094518,48.45338442,4.845794393,1.322878229,1.549407115,1.934862385,1.934862385
1.0,1.0,1.0,Washington,2.0,70.0,95.0,Y,38.88381,-76.97793,20003,29487.0,26454.0,23122,123.8,2.2,0.3,13144,15559,13928,0.5,4113.0,3131.0,771719.0,118469.0,2685.0,577.0,1848.0,730517.0,4.4,11794.8,410,3.476108115,127.7487685,54.34444444,4.900289017,1.196078431,1.442708333,2.487804878,2.487804878
1.0,1.0,2.0,Seattle,4.0,29.0,109.0,Y,47.61805,-122.32419,98101,12216.0,10238.0,9010,118.9,0.5,0.1,23528,6801,5416,0.8,3827.0,4223.0,514775.0,65925.0,2463.0,793.0,1369.0,1204434.0,3.8,4886.4,143,2.926489849,114.8881119,74.70229008,4.796153846,1.076923077,1.240384615,1.79020979,1.79020979
1.0,1.0,1.0,New Orleans,2.0,49.0,84.0,Y,29.95201,-90.07224,70112,2788.0,3655.0,6259,102.9,0.9,0.0,3197,1568,1219,0.6,2694.0,1724.0,351730.0,50536.0,1594.0,605.0,1343.0,327278.0,9.7,1115.2,562,50.39454806,91.77598566,42.84807692,4.769980507,1.227758007,1.337837838,1.989323843,1.989323843
1.0,1.0,1.0,Brooklyn,2.0,5.0,50.0,Y,40.68365,-73.93564,11221,85239.0,78895.0,76363,167.3,1.4,0.0,61619,41117,44121,0.4,2571.0,2704.0,677710.0,45160.0,2747.0,726.0,1296.0,777258.0,12.0,34095.6,77,0.225835592,57.14864865,47.73611111,4.731884058,1.263157895,1.028985507,1.363636364,1.363636364
1.0,2.0,1.0,San Diego,2.0,5.0,180.0,N,32.72006,-117.16578,92101,37385.0,37095.0,27494,136.9,4.7,0.2,7926,21906,15481,0.9,4808.0,5069.0,538860.0,59582.0,2718.0,1002.0,1461.0,609160.0,4.8,14954.0,708,4.734519192,124.1310541,52.78267974,4.779187817,1.223011364,1.434782609,2.131355932,2.131355932
2.0,3.0,4.0,New Orleans,8.0,31.0,70.0,N,29.975720000000006,-90.10663,70119,37419.0,36228.0,50175,101.4,4.5,0.0,8368,19151,18268,0.6,1778.0,1139.0,244735.0,33708.0,1588.0,442.0,986.0,192284.0,6.8,14967.6,829,5.538630108,109.8454988,49.68790637,4.878179384,1.249698432,1.84828496,2.343787696,2.343787696
1.0,1.0,1.0,Boston,2.0,3.0,59.0,Y,42.31108,-71.08411,2121,28431.0,25978.0,25057,149.3,1.7,0.0,16290,12643,15786,0.6,2300.0,2991.0,410222.0,27405.0,2080.0,838.0,828.0,1307571.0,14.4,11372.4,12,0.105518624,68.08333333,31.66666667,4.75,1.0,1.25,1.333333333,1.333333333
1.0,2.0,4.0,New Orleans,6.0,6.0,160.0,N,29.93326,-90.09992,70115,34248.0,31695.0,40287,102.1,3.9,0.6,8832,17038,17209,0.9,3992.0,3332.0,423985.0,57779.0,2268.0,695.0,1105.0,433344.0,4.6,13699.2,435,3.175367905,144.1786543,43.69554455,4.893483709,1.35862069,1.904645477,2.524137931,2.524137931
2.0,3.0,3.0,New Orleans,6.0,15.0,117.0,Y,29.98512,-90.06066,70116,11761.0,11507.0,16688,102.7,1.3,0.1,9105,6321,5440,0.8,2543.0,2041.0,276478.0,32017.0,1874.0,554.0,919.0,203035.0,10.7,4704.4,703,14.94345719,94.17191977,83.96723869,4.823667712,1.211126961,1.524242424,2.06685633,2.06685633
4.0,1.0,1.0,Yonkers,1.0,21.0,50.0,N,40.92195,-73.90685,10471,21910.0,22922.0,23413,147.9,2.6,0.0,8486,10324,11586,1.4,5172.0,5179.0,358056.0,84979.0,2004.0,646.0,1555.0,330942.0,5.7,8764.0,27,0.308078503,88.62962963,20.44444444,4.705882353,1.185185185,1.192307692,1.333333333,1.333333333
1.0,1.0,1.0,Atlanta,2.0,4.0,90.0,Y,33.78591,-84.38014,30309,23359.0,21845.0,18739,97.6,3.4,0.0,6834,12109,11249,1.1,3363.0,4348.0,310330.0,81549.0,1959.0,821.0,1243.0,346940.0,2.4,9343.6,190,2.033477461,131.0585106,28.44444444,4.881679388999999,1.326315789,1.580838323,1.968421053,1.968421053
1.0,1.0,1.0,New Orleans,2.0,167.0,89.0,Y,29.924190000000007,-90.0837,70130,14256.0,14064.0,14891,102.3,2.1,0.5,6769,7361,6895,0.9,3910.0,3210.0,391687.0,54532.0,2441.0,873.0,1167.0,528936.0,5.3,5702.4,283,4.9628226710000005,100.18505340000002,60.99628253,4.871268657,1.219081272,1.498113208,1.982332155,1.982332155
3.0,4.0,5.0,Washington,10.0,24.0,600.0,Y,38.88883,-77.00131999999998,20003,29487.0,26454.0,23122,123.8,2.2,0.3,13144,15559,13928,0.5,4113.0,3131.0,771719.0,118469.0,2685.0,577.0,1848.0,730517.0,4.4,11794.8,410,3.476108115,127.7487685,54.34444444,4.900289017,1.196078431,1.442708333,2.487804878,2.487804878
1.0,1.0,1.0,Washington,3.0,108.0,69.0,Y,38.88094,-76.98189,20003,29487.0,26454.0,23122,123.8,2.2,0.3,13144,15559,13928,0.5,4113.0,3131.0,771719.0,118469.0,2685.0,577.0,1848.0,730517.0,4.4,11794.8,410,3.476108115,127.7487685,54.34444444,4.900289017,1.196078431,1.442708333,2.487804878,2.487804878
1.0,1.0,2.0,Boston,4.0,6.0,139.0,N,42.34964,-71.06524,2111,7672.0,7383.0,5138,156.2,0.3,0.0,28413,3761,3911,1.0,6756.0,9638.0,740975.0,41316.0,2978.0,1513.0,1363.0,808477.0,4.0,3068.8,84,2.737226277,166.71084340000004,29.11538462,4.631944444,1.166666667,1.567567568,1.988095238,1.988095238
1.0,1.0,1.0,San Diego,1.0,12.0,66.0,N,32.71654,-117.15752,92101,37385.0,37095.0,27494,136.9,4.7,0.2,7926,21906,15481,0.9,4808.0,5069.0,538860.0,59582.0,2718.0,1002.0,1461.0,609160.0,4.8,14954.0,708,4.734519192,124.1310541,52.78267974,4.779187817,1.223011364,1.434782609,2.131355932,2.131355932
1.0,1.0,1.0,San Diego,2.0,7.0,129.0,Y,32.72437,-117.12241000000002,92102,45420.0,43267.0,47123,134.1,4.6,0.0,9799,23694,21727,0.5,2211.0,852.0,360942.0,44226.0,1667.0,326.0,1141.0,401922.0,5.7,18168.0,438,2.410832232,130.0616114,53.12188366,4.85,1.240825688,1.6868686869999998,2.342465753,2.342465753
1.0,1.0,1.0,Queens,2.0,157.0,45.0,N,40.59684,-73.79449,11692,19681.0,18540.0,15893,153.9,1.0,0.1,19708,9165,10515,0.7,2506.0,2812.0,395793.0,44089.0,2519.0,612.0,896.0,1178608.0,9.5,7872.4,48,0.609725116,152.70212769999995,28.24324324,4.764705882,1.145833333,1.608695652,2.3125,2.3125
1.0,1.0,1.0,New York,2.0,91.0,50.0,N,40.82711,-73.93989,10039,27865.0,24527.0,21737,161.5,0.5,0.0,60174,12424,15439,1.0,269.0,4183.0,433530.0,33595.0,2060.0,492.0,912.0,1153123.0,13.6,11146.0,79,0.708774448,78.11538462,51.3125,4.661290323,1.012658228,1.026315789,1.278481013,1.278481013
1.0,2.0,3.0,New Orleans,6.0,9.0,125.0,Y,29.96953,-90.1026,70119,37419.0,36228.0,50175,101.4,4.5,0.0,8368,19151,18268,0.6,1778.0,1139.0,244735.0,33708.0,1588.0,442.0,986.0,192284.0,6.8,14967.6,829,5.538630108,109.8454988,49.68790637,4.878179384,1.249698432,1.84828496,2.343787696,2.343787696
1.0,1.0,2.0,Miami,4.0,26.0,79.0,N,25.80501,-80.19731999999998,33132,11596.0,11165.0,5322,114.1,1.7,1.5,6799,6803,4794,1.1,4922.0,5435.0,481478.0,72916.0,2660.0,1259.0,1893.0,530742.0,3.3,4638.4,1634,35.22766471,115.1635572,37.41294643,4.791763792,1.317596567,1.584033613,2.14504284,2.14504284
1.0,1.0,2.0,bronx,3.0,138.0,69.0,N,40.88493,-73.8618,10467,104523.0,97060.0,94342,158.9,2.3,0.0,44852,50349,54172,0.9,3555.0,3391.0,385138.0,36414.0,2531.0,663.0,1199.0,522647.0,12.4,41809.2,5,0.01195909,48.4,99.6,4.6,1.0,1.0,1.6,1.6
1.0,1.0,1.0,New York,1.0,4.0,80.0,N,40.76834,-73.95647,10021,45910.0,43631.0,102078,162.9,0.4,0.0,118598,20467,25441,0.8,10587.0,10810.0,1308470.0,120480.0,3037.0,1161.0,2027.0,6636065.0,2.0,18364.0,47,0.255935526,150.5106383,44.07142857,4.684210526,1.042553191,1.277777778,1.574468085,1.574468085
1.0,1.0,1.0,San Diego,2.0,39.0,59.0,Y,32.818909999999995,-117.21837,92117,55270.0,51332.0,51203,135.2,8.8,0.0,6289,28137,27133,0.5,3569.0,1419.0,559061.0,69047.0,2216.0,431.0,1463.0,537896.0,5.7,22108.0,262,1.18509137,123.6015936,30.56684492,4.835329341,1.357692308,1.692307692,2.045801527,2.045801527
1.0,1.0,2.0,Flushing,2.0,46.0,59.0,Y,40.75767000000001,-73.83094,11354,59390.0,54878.0,54329,159.8,2.2,0.0,27406,27991,31399,1.0,4910.0,4435.0,486251.0,45471.0,2295.0,731.0,1442.0,1555436.0,4.9,23756.0,61,0.256777235,95.05084746,18.53333333,4.5975609760000005,1.163934426,1.24137931,1.557377049,1.557377049
1.0,1.0,1.0,New Orleans,2.0,26.0,66.0,Y,30.01609,-90.06544,70122,37303.0,28564.0,46533,98.4,7.1,1.0,5289,17107,20194,0.7,1434.0,1075.0,191570.0,39401.0,1437.0,465.0,957.0,155996.0,9.3,14921.2,494,3.310725679,117.9173554,38.60277136,4.911330049,1.374745418,2.138004246,2.684210526,2.684210526
1.0,2.0,2.0,Atlanta,4.0,17.0,125.0,Y,33.77366,-84.35039,30306,22667.0,22246.0,21199,100.7,4.4,0.0,5164,11446,11221,1.2,7148.0,6001.0,602236.0,94021.0,2787.0,796.0,1194.0,454084.0,2.3,9066.8,112,1.235275952,138.4594595,29.6,4.872093023,1.339285714,1.7040816330000002,1.982142857,1.982142857
1.0,1.0,1.0,Seattle,2.0,11.0,85.0,Y,47.60052,-122.30437,98122,35953.0,31454.0,28790,118.8,2.3,1.2,15538,18846,17108,0.8,4192.0,4627.0,538305.0,68050.0,2322.0,748.0,1310.0,428862.0,2.9,14381.2,228,1.585403165,89.57079646,71.31162791,4.819905213,1.140350877,1.4230769230000002,1.73245614,1.73245614
1.0,1.0,2.0,Washington,4.0,17.0,82.0,Y,38.89295,-76.94581,20019,58793.0,54358.0,52793,121.6,6.2,0.3,9530,25601,33189,0.5,1302.0,923.0,255168.0,36402.0,1373.0,382.0,944.0,258657.0,15.4,23517.2,128,0.5442824829999999,106.007874,28.15730337,4.69047619,1.25,1.385245902,1.640625,1.640625
1.0,1.0,2.0,New York,4.0,35.0,110.0,Y,40.80832,-73.95275,10027,65039.0,59707.0,56168,169.7,0.9,0.0,74632,30318,34720,0.5,3869.0,3966.0,746524.0,44528.0,2813.0,458.0,1099.0,624763.0,4.7,26015.6,48,0.184504682,78.36170213,45.36363636,4.80952381,1.125,1.071428571,1.375,1.375
1.0,1.0,1.0,San Francisco,1.0,34.0,160.0,Y,37.79629,-122.4327,94123,25600.0,23088.0,22903,162.7,1.0,0.1,25083,12492,13107,0.6,10587.0,8859.0,1646437.0,136006.0,3987.0,1142.0,2139.0,2078609.0,3.3,10240.0,102,0.99609375,300.8210526000001,50.375,4.924418605,1.352941176,1.742268041,1.921568627,1.921568627
1.0,2.0,4.0,New Orleans,6.0,92.0,124.0,Y,29.96194,-90.04486,70117,24945.0,23389.0,51252,99.8,5.5,0.8,4552,11913,13031,0.5,1307.0,607.0,177141.0,28440.0,1281.0,405.0,910.0,176336.0,7.9,9978.0,386,3.868510724,106.5807292,73.79096045,4.829971182,1.329015544,1.798941799,2.393782383,2.393782383
